R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,5,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,home,16580,557,Puget Sound,9,True,7,1,6,win,4525608,105,2959623,2024,3
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/18/2024,home,16580,557,Puget Sound,9,True,9,2,7,win,4526172,105,2959623,2024,3
1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,02/23/2024,home,16580,567,Redlands,9,True,6,8,-2,loss,4526635,105,2959623,2024,3
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,02/24/2024,away,16580,567,Redlands,9,True,4,1,3,win,4526985,105,2959623,2024,3
0,5,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,02/24/2024,away,16580,567,Redlands,9,True,12,9,3,win,4543814,105,2959623,2024,3
0,3,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,03/01/2024,home,16580,781,Whittier,9,True,1,3,-2,loss,4527906,105,2959623,2024,3
1,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,03/03/2024,away,16580,781,Whittier,9,True,5,6,-1,loss,4528218,105,2959623,2024,3
1,3,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,03/09/2024,home,16580,168,Cortland,9,True,4,2,2,win,4529791,105,2959623,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2024,home,16580,168,Cortland,9,True,6,5,1,win,4530160,105,2959623,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/15/2024,away,16580,142,Claremont-M-S,9,True,3,5,-2,loss,4530996,105,2959623,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2024,home,16580,1297,Pacific Lutheran,9,True,15,1,14,win,5254951,105,2959623,2024,3
2,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,03/22/2024,home,16580,1297,Pacific Lutheran,9,True,8,4,4,win,4532402,105,2959623,2024,3
1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/23/2024,home,16580,1297,Pacific Lutheran,9,True,4,6,-2,loss,4532729,105,2959623,2024,3
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,03/29/2024,home,16580,516,Occidental,9,True,9,8,1,win,4534353,105,2959623,2024,3
1,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,03/29/2024,home,16580,516,Occidental,9,True,13,5,8,win,4543106,105,2959623,2024,3
2,5,3,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,04/05/2024,home,16580,89,Caltech,9,True,14,4,10,win,4535252,105,2959623,2024,3
1,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,04/06/2024,away,16580,89,Caltech,9,True,3,1,2,win,4535597,105,2959623,2024,3
1,4,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,04/06/2024,away,16580,89,Caltech,9,True,13,7,6,win,4544700,105,2959623,2024,3
1,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,04/12/2024,away,16580,341,La Verne,9,True,4,12,-8,loss,4536779,105,2959623,2024,3
0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,04/15/2024,home,16580,341,La Verne,9,True,5,1,4,win,4537100,105,2959623,2024,3
0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,04/15/2024,home,16580,341,La Verne,9,True,7,6,1,win,4545497,105,2959623,2024,3
