R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,1,0,0,4,1,2,0,0,0,0,2,0,0,0,0,0,0,02/15/2023,home,16340,1059,D'Youville,9,True,5,2,3,win,2418509,408,2686413,2023,2
0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02/24/2023,neutral,16340,423,Millersville,9,True,1,8,-7,loss,2391436,408,2686413,2023,2
0,4,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,02/25/2023,neutral,16340,765,West Chester,9,True,3,5,-2,loss,2391681,408,2686413,2023,2
0,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,02/26/2023,neutral,16340,1059,D'Youville,9,True,6,9,-3,loss,2392095,408,2686413,2023,2
1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,02/26/2023,neutral,16340,1059,D'Youville,9,True,12,13,-1,loss,2408232,408,2686413,2023,2
0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,03/05/2023,away,16340,19117,Salem (WV),9,True,4,2,2,win,2423071,408,2686413,2023,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/21/2023,away,16340,35,Ashland,9,True,11,15,-4,loss,2396957,408,2686413,2023,2
1,2,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,03/24/2023,away,16340,643,Slippery Rock,9,True,8,1,7,win,2397355,408,2686413,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2023,home,16340,643,Slippery Rock,20,True,2,1,1,win,2397638,408,2686413,2023,2
2,3,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,03/28/2023,home,16340,643,Slippery Rock,9,True,7,8,-1,loss,2426395,408,2686413,2023,2
1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2023,home,16340,143,Clarion,8,True,4,3,1,win,2410674,408,2686413,2023,2
0,6,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,04/03/2023,away,16340,143,Clarion,11,True,11,10,1,win,2399377,408,2686413,2023,2
