R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
3,6,3,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,02/17/2023,neutral,16340,418,Michigan,9,True,15,8,7,win,2390318,416,2346300,2023,1
1,5,3,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,02/19/2023,neutral,16340,96,Fresno St.,9,True,7,4,3,win,2390885,416,2346300,2023,1
0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,29,Arizona,9,True,1,7,-6,loss,2391065,416,2346300,2023,1
3,4,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,02/20/2023,away,16340,1104,Grand Canyon,9,True,7,1,6,win,2391067,416,2346300,2023,1
2,5,3,2,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,02/24/2023,away,16340,10411,USC Upstate,9,True,13,6,7,win,2391468,416,2346300,2023,1
1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,02/25/2023,away,16340,1092,Gardner-Webb,9,True,3,7,-4,loss,2391933,416,2346300,2023,1
1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,02/26/2023,away,16340,1320,Presbyterian,9,True,6,8,-2,loss,2392204,416,2346300,2023,1
1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/03/2023,away,16340,1014,Col. of Charleston,9,True,3,11,-8,loss,2392620,416,2346300,2023,1
3,7,3,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,03/04/2023,away,16340,48,Charleston So.,9,True,19,10,9,win,2393223,416,2346300,2023,1
1,3,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,03/05/2023,away,16340,1014,Col. of Charleston,9,True,3,10,-7,loss,2393344,416,2346300,2023,1
1,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,03/06/2023,neutral,16340,721,Air Force,9,True,4,7,-3,loss,2393717,416,2346300,2023,1
1,5,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,03/08/2023,neutral,16340,2915,Wofford,9,True,9,12,-3,loss,2394107,416,2346300,2023,1
1,3,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,03/10/2023,neutral,16340,769,Western Caro.,9,True,6,5,1,win,2394354,416,2346300,2023,1
2,5,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,03/11/2023,neutral,16340,328,Kansas,9,True,10,6,4,win,2394859,416,2346300,2023,1
1,5,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,03/11/2023,neutral,16340,769,Western Caro.,9,True,7,2,5,win,2394902,416,2346300,2023,1
2,6,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,03/19/2023,away,16340,305,Indiana St.,9,True,8,2,6,win,2396466,416,2346300,2023,1
2,4,3,1,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,03/19/2023,away,16340,305,Indiana St.,9,True,10,7,3,win,2396759,416,2346300,2023,1
1,3,1,1,0,2,0,3,1,1,0,0,2,0,0,0,1,0,0,03/22/2023,home,16340,774,Western Mich.,9,True,8,3,5,win,2397091,416,2346300,2023,1
1,4,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,03/24/2023,home,16340,559,Purdue,9,True,4,5,-1,loss,2397476,416,2346300,2023,1
0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,03/26/2023,home,16340,559,Purdue,9,True,5,4,1,win,2397992,416,2346300,2023,1
0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,03/26/2023,home,16340,559,Purdue,9,True,12,6,6,win,2398312,416,2346300,2023,1
0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,03/28/2023,away,16340,774,Western Mich.,9,True,8,6,2,win,2398686,416,2346300,2023,1
0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,03/31/2023,away,16340,587,Rutgers,9,True,3,2,1,win,2398754,416,2346300,2023,1
0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,04/01/2023,away,16340,587,Rutgers,9,True,10,4,6,win,2399046,416,2346300,2023,1
1,5,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,04/02/2023,away,16340,587,Rutgers,9,True,5,10,-5,loss,2399506,416,2346300,2023,1
2,4,2,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,04/07/2023,home,16340,518,Ohio St.,9,True,7,1,6,win,2400721,416,2346300,2023,1
2,3,2,1,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,04/08/2023,home,16340,518,Ohio St.,9,True,16,3,13,win,2401221,416,2346300,2023,1
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/08/2023,home,16340,518,Ohio St.,9,True,2,13,-11,loss,2401160,416,2346300,2023,1
1,5,3,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,04/11/2023,away,16340,513,Notre Dame,11,True,7,6,1,win,2401315,416,2346300,2023,1
3,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,04/12/2023,home,16340,514,Oakland,9,True,8,3,5,win,2401683,416,2346300,2023,1
1,4,2,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,04/14/2023,home,16340,771,Western Ill.,9,True,10,9,1,win,2402023,416,2346300,2023,1
1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,04/15/2023,home,16340,771,Western Ill.,9,True,11,1,10,win,2402773,416,2346300,2023,1
1,2,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,04/15/2023,home,16340,771,Western Ill.,9,True,12,2,10,win,2402462,416,2346300,2023,1
1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,04/19/2023,home,16340,308,Purdue Fort Wayne,9,True,2,3,-1,loss,2403180,416,2346300,2023,1
0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,04/21/2023,away,16340,418,Michigan,9,True,3,5,-2,loss,2403414,416,2346300,2023,1
1,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,04/22/2023,away,16340,418,Michigan,9,True,3,8,-5,loss,2403915,416,2346300,2023,1
1,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,04/23/2023,away,16340,418,Michigan,9,True,14,2,12,win,2404214,416,2346300,2023,1
1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,04/25/2023,home,16340,513,Notre Dame,9,True,12,5,7,win,2404535,416,2346300,2023,1
1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,04/29/2023,home,16340,509,Northwestern,9,True,8,3,5,win,2405013,416,2346300,2023,1
1,3,2,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,04/29/2023,home,16340,509,Northwestern,9,True,6,3,3,win,2405439,416,2346300,2023,1
1,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,04/30/2023,home,16340,509,Northwestern,9,True,9,2,7,win,2405735,416,2346300,2023,1
