R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,02/17/2023,home,16340,474,New Orleans,9,True,6,9,-3,loss,2390412,1157,2798684,2023,1
1,4,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,02/24/2023,home,16340,361,LIU,9,True,15,2,13,win,2391449,1157,2798684,2023,1
2,3,3,1,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,02/25/2023,home,16340,361,LIU,9,True,19,14,5,win,2391826,1157,2798684,2023,1
0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,02/26/2023,home,16340,361,LIU,9,True,12,8,4,win,2392218,1157,2798684,2023,1
0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,03/01/2023,away,16340,255,Georgia Tech,9,True,4,5,-1,loss,2392559,1157,2798684,2023,1
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/04/2023,home,16340,67,Boston College,9,True,4,7,-3,loss,2392819,1157,2798684,2023,1
0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,03/05/2023,home,16340,67,Boston College,9,True,1,5,-4,loss,2393568,1157,2798684,2023,1
0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/07/2023,away,16340,254,Georgia St.,9,True,8,14,-6,loss,2393902,1157,2798684,2023,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2023,home,16340,9,UAB,9,True,4,3,1,win,2394889,1157,2798684,2023,1
0,3,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,03/14/2023,away,16340,253,Ga. Southern,9,True,4,3,1,win,2395503,1157,2798684,2023,1
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2023,home,16340,587,Rutgers,9,True,4,5,-1,loss,2395697,1157,2798684,2023,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/19/2023,away,16340,678,Stetson,9,True,1,2,-1,loss,2396771,1157,2798684,2023,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2023,home,16340,147,Clemson,9,True,2,6,-4,loss,2397226,1157,2798684,2023,1
1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,03/25/2023,home,16340,202,Eastern Ky.,9,True,11,4,7,win,2397997,1157,2798684,2023,1
1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/29/2023,home,16340,406,Mercer,9,True,6,15,-9,loss,2398693,1157,2798684,2023,1
0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,04/02/2023,away,16340,315,Jacksonville St.,9,True,6,4,2,win,2399704,1157,2798684,2023,1
1,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,04/07/2023,home,16340,43,Austin Peay,9,True,3,15,-12,loss,2427914,1157,2798684,2023,1
1,4,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,04/19/2023,home,16340,253,Ga. Southern,9,True,13,9,4,win,2403159,1157,2798684,2023,1
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,04/25/2023,away,16340,147,Clemson,9,True,5,15,-10,loss,2404498,1157,2798684,2023,1
1,4,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,04/29/2023,home,16340,316,Jacksonville,9,True,13,3,10,win,2405447,1157,2798684,2023,1
