R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,491,N.C. Wesleyan,9,True,3,2,1,win,1963773,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,away,15204,491,N.C. Wesleyan,9,True,1,3,-2,loss,1829896,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020,away,15204,491,N.C. Wesleyan,9,True,2,1,1,win,1849286,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,30164,Southern Va.,9,True,1,4,-3,loss,1830443,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,30164,Southern Va.,9,True,4,0,4,win,1848195,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2020,away,15204,139,Chris. Newport,9,True,0,8,-8,loss,1831069,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,20,DeSales,9,True,0,11,-11,loss,1831503,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,20,DeSales,9,True,7,6,1,win,1849159,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,25719,Penn St.-Altoona,9,True,7,1,6,win,1831897,203,2132967,2020
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/23/2020,home,15204,25719,Penn St.-Altoona,9,True,18,2,16,win,1848575,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,home,15204,44,Averett,9,True,6,5,1,win,1832216,203,2132967,2020
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2020,neutral,15204,9684,Saint Elizabeth,9,True,28,8,20,win,1833310,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2020,neutral,15204,9684,Saint Elizabeth,9,True,7,4,3,win,1849723,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,neutral,15204,815,York (PA),9,True,5,17,-12,loss,1833368,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2020,neutral,15204,321,John Jay,9,True,11,3,8,win,1833533,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2020,neutral,15204,8968,Eastern,9,True,0,16,-16,loss,1833649,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,225,Ferrum,9,True,4,8,-4,loss,1834136,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,225,Ferrum,9,True,2,4,-2,loss,1849752,203,2132967,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,away,15204,44,Averett,9,True,7,5,2,win,1835153,203,2132967,2020
