R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/25/2024,home,16580,30083,SUNY Cobleskill,9,True,4,0,4,win,4527013,784,2678522,2024,3
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/25/2024,home,16580,30083,SUNY Cobleskill,9,True,9,7,2,win,4543953,784,2678522,2024,3
1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02/27/2024,home,16580,336,King's (PA),9,True,2,1,1,win,4527690,784,2678522,2024,3
2,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,03/02/2024,home,16580,511,Norwich,9,True,9,6,3,win,4528388,784,2678522,2024,3
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,03/03/2024,away,16580,538,Penn St.-Behrend,9,True,4,0,4,win,4544597,784,2678522,2024,3
3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,03/07/2024,home,16580,179,Delaware Valley,9,True,12,6,6,win,4529186,784,2678522,2024,3
1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,03/13/2024,home,16580,213,Elmira,9,True,13,9,4,win,4530676,784,2678522,2024,3
1,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,03/16/2024,home,16580,190,Drew,9,True,11,5,6,win,4531317,784,2678522,2024,3
0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,03/16/2024,home,16580,190,Drew,9,True,0,3,-3,loss,4544313,784,2678522,2024,3
1,3,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,03/24/2024,home,16580,443,Moravian,9,True,9,5,4,win,4544234,784,2678522,2024,3
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,03/25/2024,away,16580,633,Scranton,9,True,5,12,-7,loss,4531905,784,2678522,2024,3
0,3,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,04/06/2024,away,16580,325,Juniata,9,True,9,6,3,win,5281357,784,2678522,2024,3
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,04/07/2024,away,16580,325,Juniata,9,True,15,5,10,win,4535494,784,2678522,2024,3
0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,04/07/2024,away,16580,325,Juniata,9,True,10,11,-1,loss,4544359,784,2678522,2024,3
