date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,493,North Dakota St.,9,True,0,4,-4,loss,0 - 4,657922,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/16/2013,home,11320,493,North Dakota St.,9,True,5,1,4,win,5 - 1,658172,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/17/2013,home,11320,493,North Dakota St.,13,True,5,4,1,win,5 - 4,658489,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/19/2013,away,11320,522,Oklahoma,9,True,2,4,-2,loss,2 - 4,658732,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/19/2013,away,11320,522,Oklahoma,9,True,1,11,-10,loss,1 - 11,1670474,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/22/2013,away,11320,402,McNeese,9,True,1,2,-1,loss,1 - 2,659006,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/23/2013,away,11320,402,McNeese,9,True,0,2,-2,loss,0 - 2,659214,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/24/2013,away,11320,402,McNeese,10,True,2,3,-1,loss,2 - 3,659611,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
02/27/2013,away,11320,433,Ole Miss,9,True,2,7,-5,loss,2 - 7,660062,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/02/2013,home,11320,665,Southern U.,9,True,0,2,-2,loss,0 - 2,660720,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/02/2013,home,11320,665,Southern U.,9,True,8,11,-3,loss,8 - 11,660633,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/03/2013,home,11320,665,Southern U.,9,True,5,4,1,win,5 - 4,660983,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/05/2013,away,11320,698,TCU,9,True,6,4,2,win,6 - 4,661476,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/09/2013,away,11320,261,Grambling,9,True,5,6,-1,loss,5 - 6,662395,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/09/2013,away,11320,261,Grambling,9,True,7,6,1,win,7 - 6,662511,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/10/2013,away,11320,261,Grambling,9,True,15,5,10,win,15 - 5,662828,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/12/2013,away,11320,1004,Central Ark.,9,True,3,6,-3,loss,3 - 6,663265,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/15/2013,away,11320,655,Southeastern La.,9,True,1,14,-13,loss,1 - 14,663899,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/16/2013,away,11320,655,Southeastern La.,9,True,3,4,-1,loss,3 - 4,664253,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/17/2013,away,11320,655,Southeastern La.,9,True,1,17,-16,loss,1 - 17,664846,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/19/2013,home,11320,1004,Central Ark.,9,True,1,6,-5,loss,1 - 6,665178,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/23/2013,away,11320,699,Texas Southern,9,True,5,1,4,win,5 - 1,666169,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
03/23/2013,away,11320,699,Texas Southern,9,True,3,8,-5,loss,3 - 8,666382,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424061,2013
