R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,away,16580,575,Richmond,9,True,6,0,6,win,4525617,482,2954674,2024,1
0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/17/2024,away,16580,575,Richmond,9,True,6,3,3,win,4525906,482,2954674,2024,1
1,3,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,02/17/2024,away,16580,575,Richmond,9,True,6,4,2,win,4542778,482,2954674,2024,1
1,2,2,0,0,5,1,5,1,0,1,0,0,0,0,0,0,0,0,02/18/2024,away,16580,575,Richmond,9,True,18,5,13,win,4526184,482,2954674,2024,1
0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,02/23/2024,away,16580,11504,Queens (NC),9,True,1,6,-5,loss,4526722,482,2954674,2024,1
0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,02/24/2024,away,16580,11504,Queens (NC),9,True,3,11,-8,loss,4527101,482,2954674,2024,1
1,4,2,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,02/25/2024,away,16580,11504,Queens (NC),9,True,17,8,9,win,4527358,482,2954674,2024,1
1,3,1,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,03/01/2024,away,16580,178,Delaware St.,9,True,7,1,6,win,5250606,482,2954674,2024,1
1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,03/01/2024,away,16580,178,Delaware St.,9,True,13,3,10,win,5250588,482,2954674,2024,1
0,2,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,03/03/2024,away,16580,178,Delaware St.,9,True,5,3,2,win,4528706,482,2954674,2024,1
0,5,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2024,home,16580,116,Canisius,9,True,7,4,3,win,5251464,482,2954674,2024,1
1,5,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,03/09/2024,away,16580,456,UNC Asheville,9,True,9,15,-6,loss,4529804,482,2954674,2024,1
1,5,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,03/10/2024,away,16580,456,UNC Asheville,9,True,8,11,-3,loss,4530135,482,2954674,2024,1
1,4,1,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,03/12/2024,away,16580,317,James Madison,9,True,1,2,-1,loss,4530501,482,2954674,2024,1
1,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,03/13/2024,away,16580,317,James Madison,9,True,8,5,3,win,4530681,482,2954674,2024,1
1,5,3,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,03/15/2024,away,16580,711,Towson,9,True,6,8,-2,loss,4530992,482,2954674,2024,1
0,6,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,03/16/2024,away,16580,711,Towson,9,True,13,8,5,win,4531486,482,2954674,2024,1
1,4,2,0,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,03/17/2024,away,16580,711,Towson,9,True,13,9,4,win,4531746,482,2954674,2024,1
