R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,02/25/2024,home,16580,30083,SUNY Cobleskill,9,True,4,0,4,win,4527013,784,2828151,2024,3
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/25/2024,home,16580,30083,SUNY Cobleskill,9,True,9,7,2,win,4543953,784,2828151,2024,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/03/2024,home,16580,538,Penn St.-Behrend,9,True,0,12,-12,loss,4528594,784,2828151,2024,3
1,4,1,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,03/05/2024,away,16580,351,Lebanon Valley,9,True,6,4,2,win,4528895,784,2828151,2024,3
2,3,2,0,0,2,0,1,0,0,0,1,0,0,0,0,3,0,0,03/10/2024,home,16580,16,Albright,9,True,8,3,5,win,4530140,784,2828151,2024,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2024,home,16580,190,Drew,9,True,11,5,6,win,4531317,784,2828151,2024,3
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/17/2024,home,16580,190,Drew,9,True,10,7,3,win,4531659,784,2828151,2024,3
1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03/22/2024,home,16580,443,Moravian,9,True,12,2,10,win,4533103,784,2828151,2024,3
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,03/24/2024,home,16580,443,Moravian,9,True,6,3,3,win,4532748,784,2828151,2024,3
2,4,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,03/24/2024,home,16580,443,Moravian,9,True,9,5,4,win,4544234,784,2828151,2024,3
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/25/2024,away,16580,633,Scranton,9,True,5,12,-7,loss,4531905,784,2828151,2024,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/27/2024,home,16580,373,Lycoming,9,True,2,0,2,win,4533592,784,2828151,2024,3
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/28/2024,home,16580,30190,Penn College,9,True,3,9,-6,loss,4533747,784,2828151,2024,3
1,5,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,04/07/2024,away,16580,325,Juniata,9,True,10,11,-1,loss,4544359,784,2828151,2024,3
2,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,04/10/2024,home,16580,373,Lycoming,9,True,7,2,5,win,4536541,784,2828151,2024,3
