R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02/01/2024,neutral,16580,574288,Fort Hays St.,9,True,2,6,-4,loss,4524996,929,2818713,2024,2
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2024,neutral,16580,574288,Fort Hays St.,10,True,16,14,2,win,4524924,929,2818713,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/02/2024,neutral,16580,574288,Fort Hays St.,9,True,6,5,1,win,4525061,929,2818713,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/09/2024,away,16580,574284,Southwestern Okla.,9,True,5,12,-7,loss,4525161,929,2818713,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/10/2024,away,16580,574284,Southwestern Okla.,9,True,3,6,-3,loss,4525260,929,2818713,2024,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2024,away,16580,0,Wayland Baptist,9,True,9,8,1,win,4526577,929,2818713,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,02/23/2024,away,16580,0,Wayland Baptist,9,True,2,3,-1,loss,4545077,929,2818713,2024,2
0,4,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,02/24/2024,away,16580,0,Wayland Baptist,9,True,12,9,3,win,4526909,929,2818713,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/01/2024,neutral,16580,574335,Malone,9,True,2,3,-1,loss,5250586,929,2818713,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/02/2024,neutral,16580,574291,Concordia-St. Paul,9,True,2,8,-6,loss,5020519,929,2818713,2024,2
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/03/2024,neutral,16580,574283,Southwest Minn. St.,9,True,5,6,-1,loss,5251062,929,2818713,2024,2
1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2024,home,16580,574443,Regis (CO),9,True,14,18,-4,loss,4529298,929,2818713,2024,2
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/10/2024,home,16580,574443,Regis (CO),9,True,5,12,-7,loss,4530001,929,2818713,2024,2
1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/10/2024,home,16580,574443,Regis (CO),9,True,10,23,-13,loss,5252883,929,2818713,2024,2
0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,03/17/2024,away,16580,574298,Colo. Christian,9,True,6,1,5,win,4531604,929,2818713,2024,2
1,3,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,03/18/2024,away,16580,574298,Colo. Christian,9,True,13,10,3,win,4544164,929,2818713,2024,2
1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,03/22/2024,home,16580,574282,N.M. Highlands,9,True,9,6,3,win,4532328,929,2818713,2024,2
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/23/2024,home,16580,574282,N.M. Highlands,9,True,12,5,7,win,4543937,929,2818713,2024,2
1,1,1,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,04/05/2024,away,16580,574391,Colo. Sch. of Mines,9,True,10,13,-3,loss,4535352,929,2818713,2024,2
3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,04/06/2024,away,16580,574391,Colo. Sch. of Mines,9,True,11,5,6,win,4535624,929,2818713,2024,2
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,04/07/2024,away,16580,574391,Colo. Sch. of Mines,9,True,2,6,-4,loss,4544865,929,2818713,2024,2
2,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,04/13/2024,home,16580,574423,MSU Denver,9,True,17,10,7,win,4537066,929,2818713,2024,2
0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,04/14/2024,home,16580,574423,MSU Denver,9,True,7,9,-2,loss,4537439,929,2818713,2024,2
1,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,04/20/2024,away,16580,574276,CSU Pueblo,9,True,14,1,13,win,4538740,929,2818713,2024,2
0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2024,away,16580,574276,CSU Pueblo,9,True,1,8,-7,loss,4539004,929,2818713,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,04/26/2024,away,16580,574295,UC-Colo. Springs,9,True,10,8,2,win,4540460,929,2818713,2024,2
1,2,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,04/28/2024,away,16580,574295,UC-Colo. Springs,9,True,10,3,7,win,4545718,929,2818713,2024,2
1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,05/03/2024,home,16580,574299,Colorado Mesa,9,True,6,36,-30,loss,4540971,929,2818713,2024,2
1,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,05/04/2024,home,16580,574299,Colorado Mesa,9,True,14,10,4,win,4541171,929,2818713,2024,2
1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,05/09/2024,away,16580,574299,Colorado Mesa,9,True,10,17,-7,loss,5334382,929,2818713,2024,2
