R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/09/2024,home,16580,75,Bridgewater (VA),9,True,2,3,-1,loss,5251647,491,2471067,2024,3
2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,02/10/2024,home,16580,75,Bridgewater (VA),10,True,9,8,1,win,4525332,491,2471067,2024,3
0,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,02/16/2024,neutral,16580,23260,Spalding,10,True,3,4,-1,loss,4525573,491,2471067,2024,3
1,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,02/17/2024,away,16580,21830,Piedmont,9,True,8,3,5,win,4525747,491,2471067,2024,3
0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,02/18/2024,neutral,16580,134,Chapman,9,True,4,1,3,win,4526153,491,2471067,2024,3
1,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,02/21/2024,away,16580,269,Hampden-Sydney,9,True,12,7,5,win,4526423,491,2471067,2024,3
1,1,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,02/24/2024,home,16580,30081,Penn St. Harrisburg,9,True,10,7,3,win,4526514,491,2471067,2024,3
0,5,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,02/25/2024,home,16580,239,Franklin & Marshall,9,True,7,1,6,win,4527218,491,2471067,2024,3
1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,02/25/2024,home,16580,239,Franklin & Marshall,9,True,8,2,6,win,4526815,491,2471067,2024,3
1,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,03/02/2024,neutral,16580,225,Ferrum,9,True,2,18,-16,loss,4527849,491,2471067,2024,3
0,3,1,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,03/03/2024,neutral,16580,21830,Piedmont,9,True,7,6,1,win,4528177,491,2471067,2024,3
1,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,03/03/2024,away,16580,390,Mary Washington,9,True,7,3,4,win,4528641,491,2471067,2024,3
0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,03/10/2024,home,16580,1162,LaGrange,9,True,4,17,-13,loss,4529959,491,2471067,2024,3
2,4,2,1,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,03/10/2024,home,16580,1162,LaGrange,9,True,13,3,10,win,4543332,491,2471067,2024,3
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/15/2024,home,16580,542,Pfeiffer,9,True,5,1,4,win,4530828,491,2471067,2024,3
2,3,2,1,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,03/16/2024,home,16580,542,Pfeiffer,9,True,13,5,8,win,5254343,491,2471067,2024,3
1,4,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,03/16/2024,home,16580,542,Pfeiffer,10,True,7,6,1,win,4531140,491,2471067,2024,3
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/21/2024,away,16580,30164,Southern Va.,9,True,7,9,-2,loss,4532313,491,2471067,2024,3
4,5,3,2,0,8,1,1,1,0,0,0,1,0,0,0,0,0,0,03/22/2024,away,16580,30164,Southern Va.,9,True,17,0,17,win,4532671,491,2471067,2024,3
1,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,03/22/2024,away,16580,30164,Southern Va.,10,True,10,8,2,win,4543925,491,2471067,2024,3
1,3,2,1,0,6,1,3,2,0,0,0,1,0,0,0,0,0,0,03/29/2024,home,16580,30094,Brevard,9,True,6,12,-6,loss,4533866,491,2471067,2024,3
2,2,2,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,03/30/2024,home,16580,30094,Brevard,9,True,9,18,-9,loss,4534295,491,2471067,2024,3
2,5,4,1,0,5,0,4,1,0,0,0,0,0,0,1,0,0,0,03/30/2024,home,16580,30094,Brevard,9,True,12,9,3,win,4542918,491,2471067,2024,3
2,3,1,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,04/02/2024,away,16580,565,Randolph-Macon,9,True,3,12,-9,loss,4534763,491,2471067,2024,3
3,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,04/05/2024,home,16580,17094,William Peace,9,True,12,4,8,win,4535137,491,2471067,2024,3
1,3,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0,1,0,04/06/2024,home,16580,17094,William Peace,9,True,9,4,5,win,4535440,491,2471067,2024,3
3,4,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,04/07/2024,home,16580,17094,William Peace,9,True,10,9,1,win,4535892,491,2471067,2024,3
1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,04/09/2024,away,16580,139,Chris. Newport,9,True,5,8,-3,loss,4539411,491,2471067,2024,3
2,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,04/13/2024,away,16580,412,Methodist,9,True,15,1,14,win,4537281,491,2471067,2024,3
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,04/14/2024,away,16580,412,Methodist,9,True,13,6,7,win,4536834,491,2471067,2024,3
1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,04/20/2024,home,16580,389,Mary Baldwin,9,True,16,1,15,win,4538972,491,2471067,2024,3
2,3,2,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,04/23/2024,home,16580,139,Chris. Newport,9,True,10,5,5,win,5284348,491,2471067,2024,3
1,4,2,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,04/26/2024,away,16580,263,Greensboro,9,True,19,17,2,win,4539566,491,2471067,2024,3
2,3,3,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,away,16580,263,Greensboro,9,True,18,6,12,win,4539953,491,2471067,2024,3
3,3,3,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,05/02/2024,home,16580,30164,Southern Va.,9,True,14,2,12,win,5286160,491,2471067,2024,3
0,4,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,05/03/2024,home,16580,263,Greensboro,9,True,8,6,2,win,5286162,491,2471067,2024,3
0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,05/03/2024,home,16580,263,Greensboro,9,True,7,3,4,win,5288970,491,2471067,2024,3
0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,05/10/2024,home,16580,30094,Brevard,9,True,8,3,5,win,5289449,491,2471067,2024,3
3,4,3,1,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,05/11/2024,away,16580,30094,Brevard,9,True,17,2,15,win,5289450,491,2471067,2024,3
