R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,4,1,0,5,0,1,1,0,0,0,0,0,2,0,1,0,0,02/10/2024,home,16580,30198,Cal St. San Marcos,9,True,10,3,7,win,4525321,30199,2941678,2024,2
2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,02/10/2024,home,16580,30198,Cal St. San Marcos,9,True,6,4,2,win,4543269,30199,2941678,2024,2
0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,02/15/2024,away,16580,92,Cal St. Dom. Hills,9,True,2,6,-4,loss,4525454,30199,2941678,2024,2
1,5,1,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,02/16/2024,away,16580,92,Cal St. Dom. Hills,9,True,8,5,3,win,4525595,30199,2941678,2024,2
1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,02/17/2024,home,16580,92,Cal St. Dom. Hills,9,True,6,4,2,win,4525960,30199,2941678,2024,2
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/17/2024,home,16580,92,Cal St. Dom. Hills,9,True,1,3,-2,loss,4542960,30199,2941678,2024,2
0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2024,away,16580,2697,Hawaii Hilo,9,True,3,6,-3,loss,4527457,30199,2941678,2024,2
0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/25/2024,away,16580,2697,Hawaii Hilo,9,True,5,0,5,win,4542809,30199,2941678,2024,2
3,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,02/26/2024,away,16580,2697,Hawaii Hilo,9,True,10,5,5,win,4527483,30199,2941678,2024,2
1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,02/26/2024,away,16580,2697,Hawaii Hilo,9,True,6,3,3,win,4542974,30199,2941678,2024,2
1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,03/08/2024,home,16580,30220,Biola,9,True,5,3,2,win,4529320,30199,2941678,2024,2
1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03/08/2024,home,16580,30220,Biola,9,True,5,9,-4,loss,4544787,30199,2941678,2024,2
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/09/2024,away,16580,30220,Biola,9,True,3,4,-1,loss,4529732,30199,2941678,2024,2
1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/09/2024,away,16580,30220,Biola,8,True,7,8,-1,loss,4543843,30199,2941678,2024,2
1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,03/14/2024,away,16580,30149,Point Loma,9,True,7,12,-5,loss,4530752,30199,2941678,2024,2
0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/14/2024,away,16580,30149,Point Loma,9,True,2,3,-1,loss,4544993,30199,2941678,2024,2
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2024,home,16580,30149,Point Loma,9,True,2,15,-13,loss,4530975,30199,2941678,2024,2
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2024,home,16580,30149,Point Loma,9,True,5,2,3,win,4543208,30199,2941678,2024,2
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2024,home,16580,30147,Fresno Pacific,9,True,4,2,2,win,4532355,30199,2941678,2024,2
0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/22/2024,home,16580,30147,Fresno Pacific,9,True,2,7,-5,loss,4542749,30199,2941678,2024,2
1,3,2,1,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,03/23/2024,home,16580,30147,Fresno Pacific,9,True,1,4,-3,loss,4532684,30199,2941678,2024,2
1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,03/23/2024,home,16580,30147,Fresno Pacific,9,True,2,12,-10,loss,4543938,30199,2941678,2024,2
