R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,3,3,2,1,7,0,4,1,1,0,0,0,0,1,0,0,0,0,02/17/2023,home,16340,587,Rutgers,9,True,11,5,6,win,2390300,115,2827637,2023,1
1,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,02/18/2023,home,16340,587,Rutgers,9,True,10,0,10,win,2390536,115,2827637,2023,1
1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,02/19/2023,home,16340,587,Rutgers,9,True,3,16,-13,loss,2390859,115,2827637,2023,1
0,4,1,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,02/21/2023,home,16340,196,East Carolina,10,True,6,5,1,win,2391179,115,2827637,2023,1
0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02/24/2023,home,16340,87,Butler,9,True,9,4,5,win,2391521,115,2827637,2023,1
0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,03/05/2023,away,16340,671,Louisiana,9,True,7,14,-7,loss,2393548,115,2827637,2023,1
1,5,1,1,0,2,0,3,0,0,1,0,2,1,0,0,0,0,1,03/07/2023,away,16340,718,Tulane,9,True,17,7,10,win,2393941,115,2827637,2023,1
1,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,03/08/2023,away,16340,718,Tulane,9,True,13,11,2,win,2394030,115,2827637,2023,1
0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,03/11/2023,away,16340,27,App State,9,True,12,6,6,win,2394870,115,2827637,2023,1
2,3,1,0,0,4,1,2,2,0,0,0,2,0,0,0,0,0,0,03/17/2023,home,16340,792,Winthrop,9,True,12,2,10,win,2396083,115,2827637,2023,1
2,3,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,03/18/2023,home,16340,792,Winthrop,9,True,12,3,9,win,2396505,115,2827637,2023,1
0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,03/19/2023,home,16340,792,Winthrop,9,True,9,1,8,win,2396815,115,2827637,2023,1
1,3,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,03/22/2023,neutral,16340,196,East Carolina,9,True,2,1,1,win,2397234,115,2827637,2023,1
4,3,2,0,0,5,1,3,1,2,0,0,0,0,0,0,1,0,0,03/25/2023,away,16340,563,Radford,9,True,25,6,19,win,2397617,115,2827637,2023,1
1,5,2,0,0,2,0,2,1,0,0,0,1,1,0,0,1,0,1,03/26/2023,away,16340,563,Radford,9,True,22,4,18,win,2398059,115,2827637,2023,1
1,4,1,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,1,03/28/2023,away,16340,786,William & Mary,9,True,2,3,-1,loss,2398539,115,2827637,2023,1
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/31/2023,home,16340,48,Charleston So.,9,True,7,2,5,win,2398815,115,2827637,2023,1
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/01/2023,home,16340,48,Charleston So.,9,True,8,6,2,win,2399080,115,2827637,2023,1
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2023,home,16340,48,Charleston So.,9,True,9,1,8,win,2399551,115,2827637,2023,1
