R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,3,1,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,02/11/2023,home,16340,27854,Minn.-Crookston,9,True,9,8,1,win,2418018,2696,2814977,2023,2
1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,02/12/2023,home,16340,27854,Minn.-Crookston,9,True,10,3,7,win,2418055,2696,2814977,2023,2
0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,02/16/2023,home,16340,510,Northwood,9,True,4,11,-7,loss,2418722,2696,2814977,2023,2
0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,02/24/2023,home,16340,30220,Biola,9,True,10,2,8,win,2408636,2696,2814977,2023,2
0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,02/25/2023,home,16340,30220,Biola,9,True,3,2,1,win,2407853,2696,2814977,2023,2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2023,home,16340,30199,CUI,9,True,2,8,-6,loss,2392594,2696,2814977,2023,2
0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,03/06/2023,home,16340,30146,Azusa Pacific,9,True,6,13,-7,loss,2408774,2696,2814977,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2023,home,16340,30146,Azusa Pacific,9,True,4,12,-8,loss,2393859,2696,2814977,2023,2
2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,03/11/2023,home,16340,30149,Point Loma,9,True,5,0,5,win,2408416,2696,2814977,2023,2
1,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,03/13/2023,home,16340,30149,Point Loma,9,True,6,7,-1,loss,2408319,2696,2814977,2023,2
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2023,home,16340,2697,Hawaii Hilo,9,True,6,5,1,win,2410667,2696,2814977,2023,2
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/31/2023,away,16340,30147,Fresno Pacific,9,True,7,15,-8,loss,2410682,2696,2814977,2023,2
0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2023,away,16340,30147,Fresno Pacific,9,True,1,2,-1,loss,2426443,2696,2814977,2023,2
1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,04/05/2023,away,16340,30175,Holy Names,9,True,5,7,-2,loss,2415364,2696,2814977,2023,2
0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,04/06/2023,away,16340,30175,Holy Names,9,True,7,4,3,win,2415332,2696,2814977,2023,2
1,4,1,0,0,1,0,2,0,0,0,0,2,0,1,0,1,0,0,04/10/2023,away,16340,30123,Academy of Art,9,True,9,4,5,win,2409320,2696,2814977,2023,2
2,4,2,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,04/11/2023,away,16340,30123,Academy of Art,9,True,10,5,5,win,2409897,2696,2814977,2023,2
0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,04/22/2023,away,16340,2697,Hawaii Hilo,9,True,2,10,-8,loss,2411747,2696,2814977,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/23/2023,away,16340,2697,Hawaii Hilo,9,True,4,8,-4,loss,2404274,2696,2814977,2023,2
2,3,2,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,04/29/2023,home,16340,2697,Hawaii Hilo,9,True,11,4,7,win,2389652,2696,2814977,2023,2
0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/30/2023,home,16340,2697,Hawaii Hilo,9,True,4,5,-1,loss,2405596,2696,2814977,2023,2
