date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2014,home,11620,490,NC State,9,True,7,12,-5,loss,7 - 12,587580,1068,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,6,1,1431800,2014
02/22/2014,home,11620,748,Wagner,9,True,11,1,10,win,11 - 1,588081,1068,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,3,1,1431800,2014
02/26/2014,away,11620,488,N.C. A&T,9,True,3,5,-2,loss,3 - 5,588894,1068,1,0.2,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,15,0,2,0,0,0,2,0,1431800,2014
02/28/2014,home,11620,606,Saint Joseph's,9,True,8,5,3,win,8 - 5,589019,1068,1,0.1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,12,1,0,0,0,0,3,0,1431800,2014
03/11/2014,home,11620,355,Liberty,9,True,2,4,-2,loss,2 - 4,591668,1068,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,4,1,1431800,2014
03/15/2014,home,11620,253,Ga. Southern,9,True,4,7,-3,loss,4 - 7,592773,1068,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,1431800,2014
03/21/2014,home,11620,769,Western Caro.,9,True,5,1,4,win,5 - 1,594131,1068,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,1431800,2014
03/22/2014,home,11620,769,Western Caro.,9,True,5,6,-1,loss,5 - 6,594457,1068,1,0.0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,1431800,2014
03/26/2014,home,11620,749,Wake Forest,12,True,2,3,-1,loss,2 - 3,595611,1068,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,0,1431800,2014
03/30/2014,home,11620,141,The Citadel,9,True,14,7,7,win,14 - 7,596638,1068,1,0.1,1,1,1,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,2,0,1431800,2014
04/02/2014,home,11620,115,Campbell,9,True,2,1,1,win,2 - 1,597307,1068,1,0.2,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,1,0,0,0,10,1,1,0,0,0,2,0,1431800,2014
04/09/2014,home,11620,19651,High Point,9,True,12,5,7,win,12 - 5,599486,1068,1,0.2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,4,0,1431800,2014
04/13/2014,away,11620,2915,Wofford,9,True,2,7,-5,loss,2 - 7,601043,1068,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,3,2,1431800,2014
04/16/2014,away,11620,457,North Carolina,9,True,4,5,-1,loss,4 - 5,601497,1068,1,0.2,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,10,0,1,0,0,0,4,0,1431800,2014
04/19/2014,home,11620,27,App State,9,True,4,10,-6,loss,4 - 10,602439,1068,1,0.1,3,3,3,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,3,0,1431800,2014
04/27/2014,away,11620,459,UNC Greensboro,9,True,4,13,-9,loss,4 - 13,605050,1068,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1431800,2014
05/02/2014,home,11620,173,Davidson,9,True,8,5,3,win,8 - 5,605719,1068,1,0.1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,1,1431800,2014
05/04/2014,home,11620,173,Davidson,9,True,5,7,-2,loss,5 - 7,606539,1068,1,0.2,1,0,0,0,1,0,3,2,0,0,0,1,0,0,0,2,2,0,1,17,0,1,0,0,0,2,0,1431800,2014
05/07/2014,home,11620,457,North Carolina,9,True,6,12,-6,loss,6 - 12,606968,1068,1,1.2,1,0,0,0,1,0,6,5,0,0,0,0,0,0,0,3,1,0,1,15,1,3,0,0,0,5,0,1431800,2014
05/09/2014,away,11620,244,Furman,9,True,3,14,-11,loss,3 - 14,607227,1068,1,1.0,3,3,3,1,1,0,7,6,1,0,1,0,0,0,0,0,0,0,0,29,2,0,0,0,0,2,1,1431800,2014
05/13/2014,away,11620,355,Liberty,9,True,7,6,1,win,7 - 6,607819,1068,1,3.0,3,1,1,1,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,47,3,4,0,0,0,1,0,1431800,2014
