date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2014,away,11620,406,Mercer,9,True,5,8,-3,loss,5 - 8,587784,219,1,2.0,1,0,0,0,2,0,8,6,0,0,0,0,0,1,0,1,1,1,0,31,3,1,0,0,0,2,0,1320771,2014
02/26/2014,away,11620,736,Vanderbilt,9,True,8,3,5,win,8 - 3,588883,219,1,0.0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,1320771,2014
03/18/2014,home,11620,695,UT Martin,9,True,6,5,1,win,6 - 5,593649,219,1,2.0,2,1,1,1,2,0,8,7,1,0,0,0,0,0,0,1,1,0,0,29,2,1,0,0,0,2,1,1320771,2014
03/23/2014,home,11620,305,Indiana St.,9,True,5,2,3,win,5 - 2,595041,219,1,1.0,2,1,1,0,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,15,1,2,0,0,0,3,0,1320771,2014
03/26/2014,away,11620,43,Austin Peay,11,True,6,7,-1,loss,6 - 7,595670,219,1,0.1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,3,0,1320771,2014
03/26/2014,home,11620,43,Austin Peay,9,True,10,9,1,win,10 - 9,595686,219,1,1.0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,3,3,0,2,7,0,2,1,0,0,3,0,1320771,2014
03/29/2014,home,11620,202,Eastern Ky.,9,True,12,1,11,win,12 - 1,596081,219,1,2.0,0,0,0,1,2,0,7,6,0,0,0,1,0,0,0,0,0,0,0,26,2,2,0,0,0,2,0,1320771,2014
04/01/2014,home,11620,660,SIUE,9,True,15,7,8,win,15 - 7,597043,219,1,1.0,5,2,2,0,1,0,9,9,1,0,0,1,0,0,0,2,2,0,0,36,1,1,0,0,0,2,0,1320771,2014
04/04/2014,away,11620,458,Charlotte,9,True,10,2,8,win,10 - 2,597787,219,1,1.1,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,2,1,1320771,2014
04/06/2014,away,11620,458,Charlotte,9,True,4,2,2,win,4 - 2,598608,219,1,0.1,1,1,1,2,1,0,4,2,0,1,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,1320771,2014
04/13/2014,home,11620,782,Wichita St.,9,True,3,13,-10,loss,3 - 13,601036,219,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,26,2,1,0,0,0,4,0,1320771,2014
04/15/2014,away,11620,454,Murray St.,9,True,6,11,-5,loss,6 - 11,601338,219,1,1.0,2,2,2,2,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,26,1,2,0,0,0,2,0,1320771,2014
04/19/2014,away,11620,1045,DBU,9,True,2,10,-8,loss,2 - 10,602965,219,1,1.1,3,4,3,0,0,0,9,8,1,1,0,0,0,1,0,0,0,0,0,35,2,2,0,0,0,3,0,1320771,2014
04/22/2014,home,11620,454,Murray St.,9,True,6,3,3,win,6 - 3,603361,219,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,5,0,1320771,2014
04/26/2014,home,11620,72,Bradley,9,True,5,4,1,win,5 - 4,604275,219,1,1.0,3,1,1,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,19,0,3,1,0,0,2,0,1320771,2014
04/29/2014,home,11620,661,Southern Ind.,9,True,4,9,-5,loss,4 - 9,605430,219,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,6,0,1320771,2014
05/07/2014,home,11620,14927,Belmont,9,True,7,11,-4,loss,7 - 11,606988,219,1,0.2,1,1,1,1,2,0,4,3,1,0,0,1,0,0,0,2,2,0,0,16,0,0,0,0,0,7,0,1320771,2014
05/11/2014,home,11620,299,Illinois St.,9,True,12,5,7,win,12 - 5,607636,219,1,2.0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,28,0,4,1,0,0,2,0,1320771,2014
05/16/2014,away,11620,669,Missouri St.,9,True,1,8,-7,loss,1 - 8,608046,219,1,1.1,1,2,2,3,0,0,9,5,1,0,0,0,0,0,0,1,1,0,1,32,3,1,0,0,0,2,0,1320771,2014
05/17/2014,away,11620,669,Missouri St.,9,True,8,9,-1,loss,8 - 9,608232,219,1,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,5,0,2,0,0,0,7,0,1320771,2014
05/20/2014,home,11620,659,Southern Ill.,9,True,1,9,-8,loss,1 - 9,608485,219,1,0.0,2,1,1,2,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,19,0,0,0,0,0,3,0,1320771,2014
