date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/01/2013,home,11320,11416,Colorado Mesa,9,True,6,2,4,win,6 - 2,657131,112,1,2.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,27,3,2,0,0,0,2,0,1428185,2013
02/03/2013,home,11320,11416,Colorado Mesa,9,True,8,4,4,win,8 - 4,657310,112,1,0.2,2,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1428185,2013
02/08/2013,away,11320,1104,Grand Canyon,9,True,10,5,5,win,10 - 5,657413,112,1,1.0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1428185,2013
02/10/2013,away,11320,1104,Grand Canyon,9,True,6,7,-1,loss,6 - 7,657689,112,1,1.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,1428185,2013
02/12/2013,home,11320,30149,Point Loma,11,True,6,5,1,win,6 - 5,657794,112,1,0.1,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,2,1,0,0,20,0,0,0,0,0,3,0,1428185,2013
02/16/2013,home,11320,103,Stanislaus St.,10,True,3,4,-1,loss,3 - 4,658256,112,1,2.1,3,2,2,0,1,0,9,7,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,2,1,1428185,2013
02/22/2013,away,11320,92,Cal St. Dom. Hills,9,True,2,8,-6,loss,2 - 8,658923,112,1,2.2,2,1,1,0,0,0,11,9,0,1,0,0,0,1,0,0,0,1,0,0,3,5,0,1,0,3,0,1428185,2013
03/01/2013,home,11320,91,Cal Poly Pomona,9,True,8,10,-2,loss,8 - 10,660172,112,1,0.2,2,3,1,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1428185,2013
03/08/2013,away,11320,645,Sonoma St.,9,True,1,5,-4,loss,1 - 5,661868,112,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1428185,2013
03/10/2013,away,11320,645,Sonoma St.,9,True,11,3,8,win,11 - 3,662719,112,1,1.2,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,23,3,2,0,0,0,2,0,1428185,2013
03/16/2013,home,11320,100,Cal State LA,9,True,10,2,8,win,10 - 2,664343,112,1,3.0,1,0,0,0,1,0,10,9,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,1,2,0,1428185,2013
03/28/2013,home,11320,98,Cal St. East Bay,9,True,7,10,-3,loss,7 - 10,667217,112,1,1.1,3,3,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,26,2,1,0,0,0,3,0,1428185,2013
04/02/2013,away,11320,30149,Point Loma,9,True,2,3,-1,loss,2 - 3,668752,112,1,1.0,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,17,2,0,0,0,0,2,0,1428185,2013
04/05/2013,home,11320,628,San Fran. St.,9,True,1,4,-3,loss,1 - 4,669442,112,1,2.0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,1428185,2013
04/07/2013,home,11320,628,San Fran. St.,9,True,3,11,-8,loss,3 - 11,670504,112,1,2.2,4,0,0,1,3,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,3,1428185,2013
04/20/2013,away,11320,95,Chico St.,9,True,6,7,-1,loss,6 - 7,673933,112,1,1.2,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1428185,2013
04/26/2013,home,11320,93,Cal St. San B'dino,9,True,2,4,-2,loss,2 - 4,675569,112,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1428185,2013
05/04/2013,away,11320,30055,Cal St. Monterey Bay,9,True,6,1,5,win,6 - 1,677881,112,1,2.0,3,1,1,0,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0,2,1,1428185,2013
05/05/2013,away,11320,30055,Cal St. Monterey Bay,9,True,3,5,-2,loss,3 - 5,678159,112,1,1.0,2,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,3,0,1428185,2013
