date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,home,12360,432,Mississippi Val.,9,True,18,2,16,win,18 - 2,292828,483,0,0,3.0,0.0,2,1,1,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,1,1758515,2016
02/24/2016,away,12360,8,Alabama,9,True,1,13,-12,loss,1 - 13,293463,483,0,0,0.0,0.0,4,5,5,1,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,1758515,2016
02/28/2016,home,12360,368,UMass Lowell,9,True,6,9,-3,loss,6 - 9,294530,483,0,0,2.1,0.0,4,2,2,2,4,0,12,10,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,3,1,1758515,2016
03/02/2016,home,12360,365,LSU,9,True,4,9,-5,loss,4 - 9,294858,483,0,0,1.0,0.0,0,0,0,1,2,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,1758515,2016
03/06/2016,home,12360,2,Abilene Christian,9,True,3,5,-2,loss,3 - 5,295852,483,0,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,4,0,1758515,2016
03/11/2016,home,12360,590,Sacred Heart,9,True,5,7,-2,loss,5 - 7,297136,483,0,0,3.0,0.0,0,1,0,0,2,0,11,10,0,0,0,0,0,0,0,0,0,1,0,46,3,4,0,0,0,2,0,1758515,2016
03/15/2016,home,12360,718,Tulane,9,True,2,1,1,win,2 - 1,298185,483,0,0,1.0,0.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,4,0,1758515,2016
03/16/2016,home,12360,665,Southern U.,9,True,9,8,1,win,9 - 8,298408,483,0,0,2.0,0.0,5,2,2,1,1,0,12,10,0,0,0,0,0,1,0,0,0,0,0,44,3,1,0,0,0,2,0,1758515,2016
03/20/2016,away,12360,26172,A&M-Corpus Christi,9,True,0,8,-8,loss,0 - 8,299742,483,0,0,1.1,0.0,3,1,1,1,0,0,8,6,0,0,0,0,1,0,0,2,2,0,1,26,1,3,0,0,0,3,0,1758515,2016
03/25/2016,home,12360,624,Sam Houston,9,True,8,12,-4,loss,8 - 12,300681,483,0,0,1.2,0.0,3,4,4,2,1,0,11,9,0,0,0,1,0,0,0,2,1,0,0,35,1,3,0,0,0,3,0,1758515,2016
03/29/2016,home,12360,671,Louisiana,9,True,4,5,-1,loss,4 - 5,301803,483,0,0,1.0,0.0,0,1,0,1,1,0,6,2,0,0,0,0,0,1,0,0,0,2,0,29,2,0,0,0,0,2,0,1758515,2016
04/02/2016,home,12360,655,Southeastern La.,9,True,8,14,-6,loss,8 - 14,302606,483,0,0,1.2,0.0,0,0,0,0,1,0,6,4,0,0,0,0,1,1,0,3,3,0,1,17,0,4,0,0,0,4,0,1758515,2016
04/05/2016,away,12360,346,Lamar University,9,True,2,7,-5,loss,2 - 7,303633,483,0,0,1.0,0.0,1,0,0,0,0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,10,1,2,0,0,0,4,0,1758515,2016
04/06/2016,away,12360,346,Lamar University,9,True,10,14,-4,loss,10 - 14,303823,483,0,0,0.1,0.0,0,2,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,5,0,1758515,2016
04/17/2016,home,12360,1004,Central Ark.,9,True,2,7,-5,loss,2 - 7,307094,483,0,0,0.0,0.0,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,3,3,0,0,8,0,0,0,0,0,2,0,1758515,2016
05/11/2016,home,12360,17,Alcorn,9,True,6,4,2,win,6 - 4,312713,483,0,0,1.0,0.0,0,0,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,11,0,3,0,0,1,6,0,1758515,2016
05/13/2016,home,12360,508,Northwestern St.,9,True,4,13,-9,loss,4 - 13,312928,483,0,0,0.0,0.0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,4,0,1758515,2016
