PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/24/2018,away,12973,0,Penn St.-Brandywine,9,True,2,4,-2,loss,86841,30083,2002180,2018
0,1,1,0,0,0,2,0,0,0,02/24/2018,away,12973,0,Penn St.-Brandywine,9,True,3,5,-2,loss,86861,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/20/2018,neutral,12973,325,Juniata,9,True,5,16,-11,loss,92619,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/20/2018,neutral,12973,325,Juniata,9,True,4,10,-6,loss,92625,30083,2002180,2018
0,3,2,1,0,0,3,1,0,0,03/21/2018,neutral,12973,27892,Farmingdale St.,10,True,9,11,-2,loss,92719,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/21/2018,neutral,12973,146,Clarkson,9,True,7,9,-2,loss,92718,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,neutral,12973,615,St. Olaf,9,True,1,14,-13,loss,93018,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,neutral,12973,615,St. Olaf,9,True,1,13,-12,loss,93120,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/29/2018,away,12973,476,New Rochelle,9,True,4,3,1,win,94575,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/29/2018,away,12973,476,New Rochelle,9,True,10,11,-1,loss,94583,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,neutral,12973,12884,Centenary (NJ),9,True,2,6,-4,loss,95046,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,home,12973,12884,Centenary (NJ),9,True,4,7,-3,loss,95036,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/05/2018,away,12973,397,Marywood,9,True,1,8,-7,loss,96098,30083,2002180,2018
0,0,0,0,0,0,1,0,0,0,04/05/2018,away,12973,397,Marywood,9,True,3,7,-4,loss,96111,30083,2002180,2018
0,2,1,1,0,0,0,0,0,0,04/08/2018,away,12973,267,Hamilton,9,True,4,11,-7,loss,97404,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,23624,Cazenovia,9,True,1,7,-6,loss,98028,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,23624,Cazenovia,9,True,6,5,1,win,98034,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/21/2018,away,12973,30114,Penn St.-Abington,9,True,1,3,-2,loss,100527,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/21/2018,away,12973,30114,Penn St.-Abington,9,True,0,8,-8,loss,100731,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/22/2018,away,12973,30044,Penn St.-Berks,9,True,1,14,-13,loss,101365,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/22/2018,away,12973,30044,Penn St.-Berks,9,True,0,28,-28,loss,101400,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/27/2018,away,12973,9500,SUNY Poly,9,True,4,8,-4,loss,102231,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/27/2018,away,12973,9500,SUNY Poly,9,True,3,10,-7,loss,102256,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/29/2018,home,12973,1159,Keuka,9,True,0,9,-9,loss,103353,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,04/29/2018,home,12973,1159,Keuka,9,True,0,11,-11,loss,103364,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/03/2018,away,12973,761,Wells,9,True,1,5,-4,loss,103775,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/03/2018,away,12973,761,Wells,9,True,3,12,-9,loss,103782,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/05/2018,home,12973,30085,Lancaster Bible,9,True,9,12,-3,loss,104374,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/05/2018,home,12973,30085,Lancaster Bible,9,True,5,2,3,win,104490,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/06/2018,home,12973,245,Gallaudet,9,True,8,9,-1,loss,104779,30083,2002180,2018
0,0,0,0,0,0,0,0,0,0,05/06/2018,home,12973,245,Gallaudet,9,True,14,23,-9,loss,104815,30083,2002180,2018
