PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/14/2020,home,15204,285,Holy Cross,9,True,10,0,10,win,1830254,648,2111262,2020
0,1,1,0,0,0,1,0,0,0,02/15/2020,home,15204,285,Holy Cross,9,True,9,4,5,win,1830570,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,285,Holy Cross,9,True,5,0,5,win,1830899,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/19/2020,home,15204,1320,Presbyterian,9,True,14,3,11,win,1831075,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,509,Northwestern,10,True,2,5,-3,loss,1831272,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,509,Northwestern,9,True,12,3,9,win,1831649,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,509,Northwestern,10,True,3,4,-1,loss,1832033,648,2111262,2020
1,2,3,0,0,0,0,0,0,0,02/25/2020,home,15204,2711,North Florida,9,True,6,5,1,win,1832139,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/28/2020,home,15204,147,Clemson,9,True,1,7,-6,loss,1832542,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,02/29/2020,neutral,15204,147,Clemson,9,True,8,5,3,win,1832908,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,147,Clemson,9,True,2,5,-3,loss,1833250,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,244,Furman,12,True,3,1,2,win,1833484,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,167,Cornell,9,True,10,2,8,win,1833975,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,167,Cornell,9,True,10,3,7,win,1834360,648,2111262,2020
0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,167,Cornell,9,True,6,1,5,win,1834707,648,2111262,2020
1,0,1,0,0,0,0,1,0,0,03/10/2020,home,15204,141,The Citadel,9,True,10,1,9,win,1835048,648,2111262,2020
