PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
7,1,8,0,0,1,0,0,0,0,02/07/2020,neutral,15204,546,Pitt.-Johnstown,9,True,7,10,-3,loss,1829803,9630,2005896,2020
7,1,9,1,0,0,2,1,0,0,02/07/2020,neutral,15204,546,Pitt.-Johnstown,9,True,10,13,-3,loss,1849130,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,02/08/2020,neutral,15204,546,Pitt.-Johnstown,9,True,1,3,-2,loss,1829968,9630,2005896,2020
3,0,3,0,0,0,3,0,0,0,02/08/2020,neutral,15204,546,Pitt.-Johnstown,9,True,4,9,-5,loss,1849468,9630,2005896,2020
3,0,4,1,0,1,4,0,0,0,02/29/2020,neutral,15204,30124,Cedarville,9,True,0,13,-13,loss,1832607,9630,2005896,2020
4,0,4,0,0,1,3,0,0,0,02/29/2020,neutral,15204,30124,Cedarville,9,True,2,16,-14,loss,1848406,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,03/01/2020,neutral,15204,28594,USciences,9,True,5,12,-7,loss,1832999,9630,2005896,2020
7,0,7,0,0,0,3,0,0,0,03/02/2020,neutral,15204,262,Grand Valley St.,9,True,3,5,-2,loss,1833300,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,03/02/2020,neutral,15204,262,Grand Valley St.,9,True,2,18,-16,loss,1849715,9630,2005896,2020
9,0,9,0,0,2,0,0,0,0,03/03/2020,neutral,15204,30124,Cedarville,9,True,4,11,-7,loss,1833356,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,03/04/2020,neutral,15204,9680,Embry-Riddle (FL),9,True,2,14,-12,loss,1833517,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,03/04/2020,neutral,15204,27854,Minn.-Crookston,9,True,3,7,-4,loss,1833518,9630,2005896,2020
3,0,3,0,0,0,1,0,0,0,03/05/2020,neutral,15204,28594,USciences,9,True,4,3,1,win,1833638,9630,2005896,2020
0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,30128,Sioux Falls,9,True,0,10,-10,loss,1833747,9630,2005896,2020
3,0,3,0,0,2,0,0,0,0,03/06/2020,away,15204,30128,Sioux Falls,9,True,2,17,-15,loss,1848805,9630,2005896,2020
8,1,9,0,0,0,4,1,0,0,03/07/2020,neutral,15204,593,St. Anselm,9,True,1,6,-5,loss,1834056,9630,2005896,2020
