season,season_id,school_id,stats_player_seq,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2022,15860,2,1997675,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,
2022,15860,2,1997699,1.0,114.0,108,5,1,0,0,0,0,1,0,0.9912280701754386,
2022,15860,2,2117386,1.0,2.0,1,0,1,0,0,4,1,0,0,0.5,0.25
2022,15860,2,2136723,1.0,10.0,4,6,0,0,0,3,2,1,0,1.0,0.6666666666666666
2022,15860,2,2137687,1.0,347.0,269,73,5,0,7,39,9,5,0,0.9855907780979827,0.23076923076923078
2022,15860,2,2301772,1.0,5.0,4,1,0,0,0,2,1,1,0,1.0,0.5
2022,15860,2,2347955,1.0,32.0,10,21,1,0,0,0,0,4,0,0.96875,
2022,15860,2,2347956,1.0,11.0,2,7,2,0,0,4,0,1,0,0.8181818181818182,0.0
2022,15860,2,2347964,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2022,15860,2,2347965,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2022,15860,2,2347968,1.0,31.0,31,0,0,0,0,0,0,2,0,1.0,
2022,15860,2,2347972,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2022,15860,2,2347974,1.0,79.0,75,0,4,0,0,0,0,0,0,0.9493670886075949,
2022,15860,2,2347976,1.0,12.0,3,6,3,0,0,8,7,0,0,0.75,0.875
2022,15860,2,2347979,1.0,421.0,397,21,3,0,0,0,0,32,0,0.9928741092636579,
2022,15860,2,2347980,1.0,0.0,0,0,0,0,0,3,0,0,0,,0.0
2022,15860,2,2347982,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,
2022,15860,2,2347985,1.0,6.0,1,3,2,0,0,7,0,1,0,0.6666666666666666,0.0
2022,15860,2,2347987,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2022,15860,2,2349380,1.0,114.0,34,68,12,0,0,0,0,7,0,0.8947368421052632,
2022,15860,2,2470004,1.0,2.0,0,2,0,0,0,0,0,0,0,1.0,
